datetime,symbol,open,high,low,close,volume
2025-10-01 11:15:00,MCX:GOLD1!,117536.0,117550.0,117450.0,117494.0,232.0
2025-10-01 11:30:00,MCX:GOLD1!,117506.0,117528.0,117274.0,117300.0,386.0
2025-10-01 11:45:00,MCX:GOLD1!,117300.0,117443.0,117094.0,117443.0,443.0
2025-10-01 12:00:00,MCX:GOLD1!,117465.0,117550.0,117393.0,117500.0,166.0
2025-10-01 12:15:00,MCX:GOLD1!,117503.0,117510.0,117325.0,117378.0,175.0
2025-10-01 12:30:00,MCX:GOLD1!,117390.0,117622.0,117353.0,117622.0,182.0
2025-10-01 12:45:00,MCX:GOLD1!,117604.0,117716.0,117587.0,117716.0,215.0
2025-10-01 13:00:00,MCX:GOLD1!,117710.0,117895.0,117690.0,117700.0,441.0
2025-10-01 13:15:00,MCX:GOLD1!,117700.0,118099.0,117690.0,118036.0,446.0
2025-10-01 13:30:00,MCX:GOLD1!,118038.0,118281.0,118036.0,118270.0,453.0
2025-10-01 13:45:00,MCX:GOLD1!,118250.0,118444.0,118228.0,118370.0,515.0
2025-10-01 14:00:00,MCX:GOLD1!,118385.0,118402.0,118209.0,118344.0,359.0
2025-10-01 14:15:00,MCX:GOLD1!,118343.0,118367.0,118301.0,118350.0,103.0
2025-10-01 14:30:00,MCX:GOLD1!,118355.0,118410.0,118323.0,118375.0,152.0
2025-10-01 14:45:00,MCX:GOLD1!,118360.0,118374.0,118104.0,118180.0,217.0
2025-10-01 15:00:00,MCX:GOLD1!,118170.0,118336.0,118107.0,118255.0,173.0
2025-10-01 15:15:00,MCX:GOLD1!,118262.0,118347.0,118188.0,118284.0,194.0
2025-10-01 15:30:00,MCX:GOLD1!,118289.0,118289.0,118170.0,118260.0,114.0
2025-10-01 15:45:00,MCX:GOLD1!,118217.0,118259.0,118180.0,118210.0,61.0
2025-10-01 16:00:00,MCX:GOLD1!,118205.0,118259.0,118135.0,118196.0,167.0
2025-10-01 16:15:00,MCX:GOLD1!,118199.0,118230.0,118143.0,118180.0,59.0
2025-10-01 16:30:00,MCX:GOLD1!,118215.0,118274.0,118037.0,118098.0,121.0
2025-10-01 16:45:00,MCX:GOLD1!,118102.0,118150.0,118077.0,118090.0,72.0
2025-10-01 17:00:00,MCX:GOLD1!,118110.0,118130.0,118025.0,118095.0,113.0
2025-10-01 17:15:00,MCX:GOLD1!,118103.0,118210.0,118100.0,118198.0,93.0
2025-10-01 17:30:00,MCX:GOLD1!,118207.0,118241.0,118121.0,118209.0,123.0
2025-10-01 17:45:00,MCX:GOLD1!,118239.0,118328.0,117919.0,117986.0,624.0
2025-10-01 18:00:00,MCX:GOLD1!,118000.0,118081.0,117849.0,117951.0,352.0
2025-10-01 18:15:00,MCX:GOLD1!,117969.0,117986.0,117613.0,117817.0,465.0
2025-10-01 18:30:00,MCX:GOLD1!,117819.0,117925.0,117670.0,117682.0,444.0
2025-10-01 18:45:00,MCX:GOLD1!,117667.0,117843.0,117626.0,117828.0,283.0
2025-10-01 19:00:00,MCX:GOLD1!,117850.0,117984.0,117771.0,117859.0,406.0
2025-10-01 19:15:00,MCX:GOLD1!,117859.0,117900.0,117717.0,117900.0,226.0
2025-10-01 19:30:00,MCX:GOLD1!,117870.0,117915.0,117730.0,117816.0,358.0
2025-10-01 19:45:00,MCX:GOLD1!,117813.0,117943.0,117755.0,117923.0,169.0
2025-10-01 20:00:00,MCX:GOLD1!,117940.0,118074.0,117901.0,118000.0,265.0
2025-10-01 20:15:00,MCX:GOLD1!,117981.0,118004.0,117389.0,117811.0,738.0
2025-10-01 20:30:00,MCX:GOLD1!,117820.0,117920.0,117618.0,117687.0,216.0
2025-10-01 20:45:00,MCX:GOLD1!,117740.0,117745.0,117469.0,117498.0,351.0
2025-10-01 21:00:00,MCX:GOLD1!,117460.0,117670.0,117434.0,117643.0,189.0
2025-10-01 21:15:00,MCX:GOLD1!,117640.0,117700.0,117578.0,117683.0,159.0
2025-10-01 21:30:00,MCX:GOLD1!,117660.0,117695.0,117500.0,117670.0,73.0
2025-10-01 21:45:00,MCX:GOLD1!,117665.0,117744.0,117665.0,117743.0,135.0
2025-10-01 22:00:00,MCX:GOLD1!,117744.0,117790.0,117710.0,117739.0,71.0
2025-10-01 22:15:00,MCX:GOLD1!,117744.0,117768.0,117720.0,117768.0,62.0
2025-10-01 22:30:00,MCX:GOLD1!,117768.0,117775.0,117701.0,117725.0,44.0
2025-10-01 22:45:00,MCX:GOLD1!,117730.0,117825.0,117730.0,117770.0,76.0
2025-10-01 23:00:00,MCX:GOLD1!,117779.0,117809.0,117559.0,117574.0,192.0
2025-10-01 23:15:00,MCX:GOLD1!,117566.0,117582.0,117490.0,117558.0,318.0
2025-10-03 09:00:00,MCX:GOLD1!,116938.0,117100.0,116780.0,116974.0,691.0
2025-10-03 09:15:00,MCX:GOLD1!,116965.0,117072.0,116905.0,117018.0,341.0
2025-10-03 09:30:00,MCX:GOLD1!,117012.0,117180.0,116987.0,117120.0,321.0
2025-10-03 09:45:00,MCX:GOLD1!,117120.0,117228.0,117050.0,117139.0,176.0
2025-10-03 10:00:00,MCX:GOLD1!,117111.0,117153.0,117050.0,117085.0,170.0
2025-10-03 10:15:00,MCX:GOLD1!,117095.0,117129.0,117050.0,117055.0,164.0
2025-10-03 10:30:00,MCX:GOLD1!,117056.0,117240.0,117056.0,117232.0,104.0
2025-10-03 10:45:00,MCX:GOLD1!,117240.0,117414.0,117240.0,117352.0,239.0
2025-10-03 11:00:00,MCX:GOLD1!,117359.0,117450.0,117343.0,117403.0,198.0
2025-10-03 11:15:00,MCX:GOLD1!,117415.0,117482.0,117343.0,117351.0,167.0
2025-10-03 11:30:00,MCX:GOLD1!,117360.0,117475.0,117260.0,117475.0,193.0
2025-10-03 11:45:00,MCX:GOLD1!,117481.0,117534.0,117445.0,117520.0,123.0
2025-10-03 12:00:00,MCX:GOLD1!,117525.0,117536.0,117430.0,117430.0,115.0
2025-10-03 12:15:00,MCX:GOLD1!,117430.0,117448.0,117355.0,117440.0,77.0
2025-10-03 12:30:00,MCX:GOLD1!,117450.0,117500.0,117385.0,117440.0,82.0
2025-10-03 12:45:00,MCX:GOLD1!,117441.0,117540.0,117441.0,117535.0,103.0
2025-10-03 13:00:00,MCX:GOLD1!,117540.0,117639.0,117515.0,117600.0,114.0
2025-10-03 13:15:00,MCX:GOLD1!,117600.0,117605.0,117550.0,117571.0,98.0
2025-10-03 13:30:00,MCX:GOLD1!,117580.0,117604.0,117490.0,117490.0,109.0
2025-10-03 13:45:00,MCX:GOLD1!,117490.0,117518.0,117424.0,117505.0,81.0
2025-10-03 14:00:00,MCX:GOLD1!,117515.0,117539.0,117469.0,117500.0,83.0
2025-10-03 14:15:00,MCX:GOLD1!,117505.0,117627.0,117430.0,117627.0,211.0
2025-10-03 14:30:00,MCX:GOLD1!,117610.0,117620.0,117479.0,117535.0,91.0
2025-10-03 14:45:00,MCX:GOLD1!,117538.0,117554.0,117386.0,117450.0,125.0
2025-10-03 15:00:00,MCX:GOLD1!,117450.0,117492.0,117426.0,117480.0,31.0
2025-10-03 15:15:00,MCX:GOLD1!,117471.0,117610.0,117456.0,117607.0,97.0
2025-10-03 15:30:00,MCX:GOLD1!,117610.0,117650.0,117564.0,117620.0,116.0
2025-10-03 15:45:00,MCX:GOLD1!,117625.0,117669.0,117536.0,117590.0,67.0
2025-10-03 16:00:00,MCX:GOLD1!,117578.0,117730.0,117565.0,117662.0,138.0
2025-10-03 16:15:00,MCX:GOLD1!,117681.0,117765.0,117616.0,117701.0,123.0
2025-10-03 16:30:00,MCX:GOLD1!,117702.0,117740.0,117610.0,117610.0,120.0
2025-10-03 16:45:00,MCX:GOLD1!,117595.0,117599.0,117430.0,117458.0,196.0
2025-10-03 17:00:00,MCX:GOLD1!,117456.0,117562.0,117372.0,117556.0,192.0
2025-10-03 17:15:00,MCX:GOLD1!,117550.0,117686.0,117521.0,117542.0,97.0
2025-10-03 17:30:00,MCX:GOLD1!,117537.0,117629.0,117530.0,117572.0,67.0
2025-10-03 17:45:00,MCX:GOLD1!,117650.0,117685.0,117526.0,117681.0,73.0
2025-10-03 18:00:00,MCX:GOLD1!,117676.0,117876.0,117655.0,117851.0,312.0
2025-10-03 18:15:00,MCX:GOLD1!,117868.0,117967.0,117828.0,117942.0,204.0
2025-10-03 18:30:00,MCX:GOLD1!,117946.0,118060.0,117833.0,118049.0,337.0
2025-10-03 18:45:00,MCX:GOLD1!,118052.0,118248.0,118025.0,118134.0,511.0
2025-10-03 19:00:00,MCX:GOLD1!,118134.0,118280.0,117873.0,118253.0,681.0
2025-10-03 19:15:00,MCX:GOLD1!,118270.0,118340.0,118100.0,118160.0,402.0
2025-10-03 19:30:00,MCX:GOLD1!,118205.0,118252.0,117710.0,117714.0,714.0
2025-10-03 19:45:00,MCX:GOLD1!,117735.0,118053.0,117735.0,118042.0,182.0
2025-10-03 20:00:00,MCX:GOLD1!,118013.0,118050.0,117893.0,117924.0,172.0
2025-10-03 20:15:00,MCX:GOLD1!,117926.0,118089.0,117926.0,118038.0,149.0
2025-10-03 20:30:00,MCX:GOLD1!,118062.0,118120.0,117920.0,118099.0,205.0
2025-10-03 20:45:00,MCX:GOLD1!,118100.0,118305.0,118026.0,118300.0,436.0
2025-10-03 21:00:00,MCX:GOLD1!,118297.0,118300.0,118171.0,118245.0,266.0
2025-10-03 21:15:00,MCX:GOLD1!,118230.0,118345.0,118203.0,118287.0,328.0
2025-10-03 21:30:00,MCX:GOLD1!,118280.0,118280.0,118160.0,118240.0,150.0
2025-10-03 21:45:00,MCX:GOLD1!,118167.0,118189.0,118073.0,118125.0,143.0
2025-10-03 22:00:00,MCX:GOLD1!,118119.0,118176.0,118100.0,118108.0,74.0
